Name,MSE,PSNR,fMSE,SE,SSIM,height,width,mask_area
c331702_1318596_1,1.4856606721878052,46.411604415047094,108.0080795288086,1.212299125,"tensor(0.9985, device='cuda:0')",425,640,3741.38427734375
c169984_198411_1,2.5233795642852783,44.110976071773926,78.2255630493164,1.419401,"tensor(0.9968, device='cuda:0')",375,500,6048.32568359375
c47516_469596_1,5.9098358154296875,40.415048717187794,178.37405395507812,4.958589,"tensor(0.9975, device='cuda:0')",437,640,9266.2744140625
c207668_1118747_1,4.0836615562438965,42.02030512863411,377.8620300292969,3.7399805,"tensor(0.9990, device='cuda:0')",640,477,3299.2470703125
c181805_651793_1,15.007830619812012,36.36762412367351,538.46923828125,13.831216,"tensor(0.9943, device='cuda:0')",480,640,8562.05859375
c82084_565381_1,7.193080425262451,39.56165384351078,614.2200317382812,5.910986,"tensor(0.9970, device='cuda:0')",428,640,3207.85498046875
c236338_1410253_1,2.865731954574585,43.558446429706386,74.01444244384766,2.6410585,"tensor(0.9975, device='cuda:0')",480,640,11894.337890625
c73549_103493_1,2.2717208862304688,44.567251987358595,207.0966339111328,2.093618,"tensor(0.9992, device='cuda:0')",480,640,3369.79248046875
c163435_476180_1,6.253231525421143,40.169757827182295,268.9782409667969,4.3222335,"tensor(0.9979, device='cuda:0')",360,640,5356.36083984375
c391754_1852366_1,7.855000019073486,39.17934115148447,440.9700622558594,7.239168,"tensor(0.9959, device='cuda:0')",480,640,5472.1533203125
c95441_45970_1,1.9671145677566528,45.19250485460709,194.9722900390625,1.510744,"tensor(0.9988, device='cuda:0')",400,640,2582.83544921875
c474699_704396_1,21.79082679748535,34.74806632179646,1954.4786376953125,17.864992,"tensor(0.9965, device='cuda:0')",427,640,3046.84716796875
c321062_1054754_1,2.3782713413238525,44.36818775698004,80.9273681640625,1.95436825,"tensor(0.9951, device='cuda:0')",428,640,8049.88623046875
c293014_1893071_1,3.11555552482605,43.19544725900673,276.100830078125,2.871296,"tensor(0.9990, device='cuda:0')",640,480,3466.482421875
c573953_903300573953_1,11.882412910461426,37.38175684406227,1069.7874755859375,8.2131235,"tensor(0.9980, device='cuda:0')",360,640,2559.11376953125
c197570_192120_1,3.6645169258117676,42.490635103846806,252.39468383789062,1.824929375,"tensor(0.9984, device='cuda:0')",500,332,2410.153076171875
c379034_1679379_1,2.122809410095215,44.86169152159374,138.54290771484375,1.73628825,"tensor(0.9977, device='cuda:0')",426,640,4177.498046875
c379034_1679379_2,1.1187617778778076,47.643423522488526,73.01480102539062,0.9150575625,"tensor(0.9986, device='cuda:0')",426,640,4177.498046875
c352288_1726989_2,4.542293548583984,41.55805067911313,250.57557678222656,3.723954,"tensor(0.9976, device='cuda:0')",427,640,4953.86669921875
c352288_1726989_1,7.72551965713501,39.25152602751496,426.17822265625,6.33369,"tensor(0.9987, device='cuda:0')",427,640,4953.86669921875
c68749_695390_1,4.173736095428467,41.92555271577061,279.9363098144531,2.084781125,"tensor(0.9991, device='cuda:0')",333,500,2482.447021484375
c68749_695390_2,4.562601566314697,41.538677204480194,306.01788330078125,2.2790195,"tensor(0.9992, device='cuda:0')",333,500,2482.447021484375
